,ClientPeriod,MonthlySpending,TotalSpent,IsSeniorCitizen,Churn,Spending_Change_Ratio,Sex_Male,HasPartner_Yes,HasChild_Yes,HasPhoneService_Yes,HasMultiplePhoneNumbers_No phone service,HasMultiplePhoneNumbers_Yes,HasInternetService_Fiber optic,HasInternetService_No,HasOnlineSecurityService_No internet service,HasOnlineSecurityService_Yes,HasOnlineBackup_No internet service,HasOnlineBackup_Yes,HasDeviceProtection_No internet service,HasDeviceProtection_Yes,HasTechSupportAccess_No internet service,HasTechSupportAccess_Yes,HasOnlineTV_No internet service,HasOnlineTV_Yes,HasMovieSubscription_No internet service,HasMovieSubscription_Yes,HasContractPhone_One year,HasContractPhone_Two year,IsBillingPaperless_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
530,22,20.45,471.55,0,0,0.043367617431873604,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
531,27,19.9,550.1,0,0,0.03617524086529721,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
532,64,74.65,4869.35,1,0,0.015330588271535215,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
533,72,84.1,6129.65,1,0,0.013720196096025058,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False
534,72,83.3,6042.7,0,0,0.013785228457477618,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
535,64,89.45,5692.65,0,0,0.015713244271121536,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
536,36,91.95,3301.05,1,0,0.027854773481165083,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
537,71,97.65,6687.85,0,0,0.014601104988897778,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
538,20,70.45,1470.95,0,1,0.0478942180223665,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
539,8,60.9,551.95,1,0,0.11033608116677233,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
540,65,25.3,1748.55,0,0,0.014469131566154815,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
541,7,100.4,715.0,0,0,0.14041958041958041,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
542,72,75.1,5336.35,0,0,0.01407328979545944,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False
543,7,19.25,112.3,0,1,0.1714158504007124,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
544,9,69.5,653.25,0,0,0.10639112131649445,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
545,2,70.1,141.65,1,0,0.49488175079421104,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
546,51,93.8,4539.35,0,0,0.020663751418154578,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
547,15,75.1,1151.55,0,0,0.06521644739698666,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
548,65,100.15,6643.5,0,0,0.01507488522616091,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False
549,66,66.1,4428.45,0,0,0.014926215718818097,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False
550,5,56.15,291.45,0,0,0.1926574026419626,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
551,71,24.45,1730.65,0,0,0.01412763990408228,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
552,27,56.2,1567.55,0,0,0.03585212592899748,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
553,1,19.9,19.9,0,1,1.0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
554,35,61.2,2021.2,0,0,0.030279042153176332,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
555,1,50.15,50.15,0,0,1.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
556,72,20.1,1326.25,0,0,0.015155513666352498,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
557,1,24.9,24.9,0,0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
558,65,107.65,7082.85,0,0,0.015198684145506399,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
559,3,50.4,137.25,0,0,0.36721311475409835,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
560,24,85.95,2107.15,0,0,0.04078969223833139,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
561,42,100.3,4222.95,0,0,0.023751169206360483,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
562,24,78.6,1846.65,0,0,0.0425635610429697,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False
563,37,45.4,1593.1,0,0,0.028497897181595632,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
564,21,24.7,467.15,0,0,0.05287380926897142,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
565,70,65.3,4759.75,0,1,0.013719207941593571,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
566,56,44.85,2564.95,0,0,0.017485720969219673,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
567,71,90.55,6239.05,0,0,0.014513427525023841,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
568,34,30.4,938.65,0,0,0.032386938688542054,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
569,48,60.6,2985.25,0,0,0.020299807386316055,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
570,2,20.35,35.1,0,0,0.5797720797720798,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
571,6,89.3,577.6,0,1,0.15460526315789472,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
572,46,30.75,1489.3,0,0,0.02064728395890687,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
573,33,95.8,3036.75,0,1,0.03154688400428089,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
574,29,19.35,601.6,0,0,0.032164228723404256,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
575,63,80.3,4896.35,0,0,0.016399971407272763,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
576,2,80.15,194.55,0,0,0.41197635569262403,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
577,10,102.1,1068.85,0,1,0.0955232258969921,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
578,23,25.6,514.75,0,0,0.049732880038853816,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
579,53,108.25,5935.1,0,0,0.018238951323482334,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
580,42,54.75,2348.45,0,0,0.02331324916434244,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False
581,62,102.0,6529.25,0,1,0.015622008653367539,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
582,1,19.95,19.95,0,1,1.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
583,1,74.25,74.25,0,1,1.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
584,9,64.95,547.8,0,0,0.11856516976998906,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
585,57,100.75,5985.0,0,0,0.01683375104427736,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
586,20,44.35,927.15,0,0,0.04783476244404897,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
587,36,89.65,3348.1,0,0,0.026776380633792302,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False
588,1,45.6,45.6,0,0,1.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
589,52,105.1,5376.4,1,0,0.019548396696674356,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False
590,2,55.3,108.65,0,0,0.5089737689829728,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
591,67,20.5,1430.95,0,0,0.01432614696530277,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
592,67,25.1,1672.15,1,0,0.01501061507639865,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
593,11,73.85,926.25,0,1,0.07973009446693656,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
594,1,20.05,20.05,0,0,1.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
595,66,104.25,6860.6,0,0,0.015195463953590064,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False
596,60,94.4,5610.25,0,1,0.01682634463704826,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
597,43,40.45,1912.85,0,0,0.021146456857568552,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
598,18,60.6,1156.35,0,0,0.05240627837592425,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
599,12,20.1,223.6,0,0,0.08989266547406083,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
600,1,86.05,86.05,1,1,1.0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
601,23,48.35,1067.15,0,1,0.04530759499601743,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
602,2,20.45,42.45,0,0,0.4817432273262661,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
603,54,91.3,4965.0,0,0,0.01838872104733132,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
604,3,45.35,141.5,0,1,0.3204946996466431,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
605,15,55.0,757.1,1,1,0.07264562145027077,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
606,31,80.55,2471.6,0,0,0.032590224955494414,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False
607,51,44.45,2181.55,0,0,0.020375421145515802,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
608,72,19.75,1567.0,0,0,0.012603701340140395,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
609,66,106.05,6981.35,0,1,0.015190471756895155,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False
610,34,64.2,2106.3,1,0,0.030479988605611734,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
611,1,69.25,69.25,1,1,1.0,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
612,31,54.35,1647.0,0,0,0.03299939283545841,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
613,18,83.25,1611.15,0,0,0.0516711665580486,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
614,22,75.8,1615.1,0,0,0.04693207850907065,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
615,4,35.0,135.75,0,0,0.2578268876611418,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
616,12,50.95,605.75,0,0,0.08411060668592654,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
617,60,101.15,6067.4,0,0,0.0166710617397897,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False
618,15,95.7,1451.1,0,0,0.0659499689890428,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
619,52,19.65,1025.05,0,0,0.019169796595288034,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
620,60,20.55,1205.05,0,0,0.017053234305630473,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
621,6,89.35,567.8,1,0,0.1573617470940472,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
622,5,78.95,378.4,1,1,0.2086416490486258,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
623,56,59.8,3457.45,0,0,0.017295984034476276,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
624,62,84.95,5150.55,0,0,0.016493384201687198,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False
625,1,59.55,59.55,0,0,1.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
626,37,20.3,755.4,0,0,0.026873179772306063,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
627,54,79.5,4370.25,1,1,0.01819117899433671,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
628,11,36.05,402.6,0,0,0.08954297069051166,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
629,71,85.45,6300.85,0,0,0.01356166231540189,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False
630,9,19.5,150.35,0,0,0.12969737279680746,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
631,40,74.55,3015.75,0,0,0.02472021885103208,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
632,72,88.7,6301.7,0,0,0.01407556691051621,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
633,70,84.7,5991.05,0,0,0.01413775548526552,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
634,7,44.25,313.45,0,0,0.1411708406444409,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
635,59,101.1,6039.9,0,1,0.01673868772661799,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
636,35,19.7,730.4,0,0,0.026971522453450164,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
637,43,19.65,779.25,0,0,0.02521655437921078,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
638,3,44.3,134.5,0,1,0.3293680297397769,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
639,69,114.35,7665.8,0,0,0.014916903649977822,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
640,19,50.1,910.45,0,0,0.05502773353836015,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
641,50,100.2,5038.45,0,0,0.019887068443668193,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True
642,70,19.45,1303.5,0,0,0.014921365554276946,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
643,2,85.65,181.5,0,1,0.471900826446281,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
644,12,45.05,523.1,0,0,0.08612120053527049,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
645,40,20.6,827.3,0,0,0.024900278012812766,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
646,41,83.75,3273.55,1,1,0.02558384628308717,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
647,62,24.25,1424.6,0,0,0.017022322055313774,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
648,1,20.2,20.2,0,1,1.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
649,38,99.55,3734.25,1,1,0.02665863292495146,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
650,72,104.1,7447.7,1,0,0.013977469554359063,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
651,47,20.45,943.0,0,0,0.021686108165429478,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
652,72,109.2,7711.45,0,0,0.014160760946384921,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
653,23,79.1,1783.75,0,0,0.0443447792571829,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
654,64,103.5,6548.65,1,0,0.015804784192161744,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
655,19,89.65,1761.05,0,1,0.05090712926946992,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
656,54,55.45,2966.95,1,0,0.018689226309846815,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
657,9,19.5,178.85,0,0,0.1090299133351971,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
658,66,74.6,4798.4,0,0,0.015546848949649883,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False
659,50,20.55,1067.65,0,0,0.019247880859832343,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
660,6,19.15,124.4,0,0,0.15393890675241156,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
661,53,73.8,4003.85,1,0,0.018432258950759894,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
662,23,20.4,478.75,0,0,0.04261096605744125,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
663,22,59.05,1253.5,0,0,0.04710809732748304,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
664,50,39.45,2021.35,0,0,0.01951665965814926,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
665,70,80.6,5460.2,0,0,0.014761364052598805,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False
666,70,49.85,3370.2,0,0,0.014791407038157975,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False
667,6,45.5,285.2,0,0,0.15953716690042077,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
668,66,107.35,7051.95,1,0,0.015222739809556221,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
669,4,76.65,333.6,0,1,0.22976618705035973,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
670,72,117.15,8529.5,0,0,0.013734685503253415,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
671,12,76.6,893.0,0,0,0.08577827547592384,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
672,60,79.05,4663.4,0,0,0.01695115152034996,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False
673,7,74.35,533.6,0,0,0.13933658170914542,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
674,33,95.0,3008.15,0,0,0.03158087196449645,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False
675,72,83.6,5959.3,0,0,0.01402849327941201,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False
676,14,75.35,1025.95,0,1,0.07344412495735658,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
677,63,19.35,1263.85,0,0,0.015310361197926971,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
678,56,107.25,6033.3,0,0,0.01777634130575307,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False
679,53,110.5,5835.5,0,0,0.018935823836860596,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False
680,9,20.4,181.8,0,0,0.1122112211221122,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
681,61,20.25,1278.8,0,0,0.015835157960588053,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
682,6,83.55,477.55,0,1,0.174955502041671,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
683,17,75.4,1322.55,0,0,0.057011077085932484,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
684,72,118.75,8672.45,0,0,0.013692785775645866,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
685,68,99.55,6668.0,0,0,0.014929514097180564,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False
686,7,48.8,349.8,0,0,0.13950829045168667,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
687,14,19.9,283.75,0,0,0.07013215859030837,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
688,71,109.25,7707.7,0,0,0.014174137550760928,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
689,3,20.85,60.65,0,0,0.3437757625721352,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
690,28,59.9,1654.7,0,0,0.03619991539251828,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False
691,1,59.2,59.2,0,1,1.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
692,8,20.25,174.65,0,0,0.11594617807042656,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
693,1,100.25,100.25,0,1,1.0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
694,13,19.95,243.65,0,0,0.08187974553663041,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
695,55,79.4,4238.45,0,0,0.018733263339192396,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
696,47,99.35,4749.15,0,1,0.02091953296905762,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
697,21,35.1,770.4,0,0,0.04556074766355141,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
698,31,20.65,702.05,0,0,0.029413859411722813,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
699,72,89.7,6588.95,0,0,0.013613701727892913,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
700,67,25.6,1784.9,0,0,0.014342540198330438,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
701,36,19.55,620.75,0,0,0.03149416028997181,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
702,11,45.9,521.9,0,0,0.08794788273615635,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
703,72,116.8,8456.75,0,0,0.01381145239010258,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
704,19,59.55,1144.6,0,0,0.05202690896383016,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
